retrieval_id,record_id,question_id,nct_id,brief_title,official_title,overall_status,study_type,phases,enrollment,conditions,interventions,lead_sponsor,start_date,completion_date,has_results,registry_url,known_query_risk,decision_authority,status
RET-A2-CTGOV-NCT00597220,REC-CTGOV-NCT00597220,A2,NCT00597220,Randomized Trial to Assess Efficacy of PUFA for the Maintenance of Sinus Rhythm in Persistent Atrial Fibrillation,"Randomized, Prospective, Placebo-controlled, Multi-center Study to Test the Efficacy of n-3 PUFA for the Maintenance of Normal Sinus Rhythm in Patients With Persistent Atrial Fibrillation",UNKNOWN,INTERVENTIONAL,PHASE3,1600,Atrial Fibrillation,DIETARY_SUPPLEMENT:Omega 3 (n-3 PUFA)|DRUG:Placebo,Fundacion GESICA,2008-01,2011-08,false,https://clinicaltrials.gov/study/NCT00597220,,none,context_only_not_a_screening_decision
RET-A2-CTGOV-NCT00232232,REC-CTGOV-NCT00232232,A2,NCT00232232,Use of Fish Oils to Prevent Atrial Mechanical Stunning and Atrial Remodeling Due to Atrial Arrhythmia,,COMPLETED,INTERVENTIONAL,PHASE4,100,Atrial Fibrillation|Atrial Flutter,DRUG:Fish oil,Melbourne Health,2003-09,2013-11,false,https://clinicaltrials.gov/study/NCT00232232,,none,context_only_not_a_screening_decision
RET-A2-CTGOV-NCT00410020,REC-CTGOV-NCT00410020,A2,NCT00410020,Arrhythmia Prevention With an Alpha-Linolenic Enriched Diet,Secondary Prevention of Atrial Fibrillation With an Alpha-Linolenic Enriched Diet : a Randomized Study,COMPLETED,INTERVENTIONAL,PHASE2,130,Atrial Fibrillation|Diet Therapy,BEHAVIORAL:Alpha-linolenic enriched diet,Assistance Publique - Hôpitaux de Paris,1999-06,2003-06,false,https://clinicaltrials.gov/study/NCT00410020,,none,context_only_not_a_screening_decision
RET-A2-CTGOV-NCT02178410,REC-CTGOV-NCT02178410,A2,NCT02178410,VITAL Rhythm Study,Vitamin D and Omega-3 Trial (VITAL Rhythm Study),ACTIVE_NOT_RECRUITING,INTERVENTIONAL,PHASE3,25119,Cardiovascular Disease,DIETARY_SUPPLEMENT:Vitamin D3|DRUG:Omega-3 fatty acids (fish oil)|DIETARY_SUPPLEMENT:Fish oil placebo|DIETARY_SUPPLEMENT:Vitamin D3 placebo,Brigham and Women's Hospital,2012-10,2026-10,false,https://clinicaltrials.gov/study/NCT02178410,,none,context_only_not_a_screening_decision
RET-A2-CTGOV-NCT00552084,REC-CTGOV-NCT00552084,A2,NCT00552084,Evaluating the Effectiveness of Fish Oil Supplements at Reducing the Recurrence of Atrial Fibrillation,Fish Oil for Atrial Fibrillation - Effect and Mechanisms,COMPLETED,INTERVENTIONAL,PHASE4,190,Atrial Fibrillation,DRUG:Fish oil|DRUG:Placebo,Vanderbilt University,2007-11,2014-04,true,https://clinicaltrials.gov/study/NCT00552084,,none,context_only_not_a_screening_decision
RET-A2-CTGOV-NCT00508248,REC-CTGOV-NCT00508248,A2,NCT00508248,Omega 3 Fatty Acids and Atrial Fibrillation,Use of Omega 3 Polyunsaturated Fatty Acids Supplements to Maintain Sinus Rhythm in Persistent Atrial Fibrillation,WITHDRAWN,INTERVENTIONAL,NA,0,Atrial Fibrillation,DIETARY_SUPPLEMENT:omega 3 fatty acids|DIETARY_SUPPLEMENT:placebo,University of Dundee,2005-01,2008-11,false,https://clinicaltrials.gov/study/NCT00508248,,none,context_only_not_a_screening_decision
RET-A2-CTGOV-NCT00232219,REC-CTGOV-NCT00232219,A2,NCT00232219,Use of Fish Oils to Reduce Recurrence of Atrial Fibrillation Following DC Cardioversion,Use of Fish Oils to Reduce Recurrence of Atrial Fibrillation Following DC Cardioversion.,COMPLETED,INTERVENTIONAL,PHASE4,200,Atrial Fibrillation,DRUG:Fish oil,Melbourne Health,2003-01,2013-11,false,https://clinicaltrials.gov/study/NCT00232219,,none,context_only_not_a_screening_decision
RET-B1-CTGOV-NCT05365477,REC-CTGOV-NCT05365477,B1,NCT05365477,Empiric Versus Selective Prevention Strategies for Kidney Stone Disease,Randomized Trial of Empiric Versus Selective Prevention Strategies for Kidney Stone Disease,COMPLETED,INTERVENTIONAL,PHASE4,56,Kidney Stones|Nephrolithiasis,BEHAVIORAL:Empiric Therapy: Diet|DRUG:Empiric Therapy: Drug|BEHAVIORAL:Selective Therapy: Diet|DRUG:Selective Therapy: Drug,Vanderbilt University Medical Center,2022-08-04,2026-03-31,false,https://clinicaltrials.gov/study/NCT05365477,,none,context_only_not_a_screening_decision
RET-B1-CTGOV-NCT00472823,REC-CTGOV-NCT00472823,B1,NCT00472823,Vitamin D Supplementation in Older Women,Determination of RDA for Vitamin D in Caucasian and African American Women,COMPLETED,INTERVENTIONAL,NA,273,Osteoporosis|Aging,DIETARY_SUPPLEMENT:Vitamin D3|DIETARY_SUPPLEMENT:Calcium Citrate (Citracal),Creighton University,2007-04,2011-08,false,https://clinicaltrials.gov/study/NCT00472823,,none,context_only_not_a_screening_decision
RET-B1-CTGOV-NCT04437225,REC-CTGOV-NCT04437225,B1,NCT04437225,Renal Metabolism of Glycolate to Oxalate,Renal Metabolism of Glycolate to Oxalate,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,NA,15,Healthy,"DIETARY_SUPPLEMENT:Low oxalate controlled Diet|OTHER:Primed, continuous intravenous infusion of 13C2-Glycolate|OTHER:Bolus intravenous infusion of 13C2-Glycolate|OTHER:Oral bolus administration of 13C2-Glycolate",University of Alabama at Birmingham,2020-03-12,2027-09-01,false,https://clinicaltrials.gov/study/NCT04437225,,none,context_only_not_a_screening_decision
RET-B1-CTGOV-NCT07465367,REC-CTGOV-NCT07465367,B1,NCT07465367,Methionine for CaPhos Stone,Assessment of L-methionine Supplementation on Urinary pH in Calcium Phosphate Stone Formers,NOT_YET_RECRUITING,INTERVENTIONAL,NA,15,Calcium Phosphate Kidney Stones,DIETARY_SUPPLEMENT:L-Methionine,Ryan L Steinberg,2026-04-01,2027-04,false,https://clinicaltrials.gov/study/NCT07465367,,none,context_only_not_a_screening_decision
RET-B1-CTGOV-NCT00120731,REC-CTGOV-NCT00120731,B1,NCT00120731,Effects of Potassium Citrate in Urine of Children With Elevated Calcium in Urine and Kidney Stones,Urinary Chemistry and Acid-Base Effects of Potassium Citrate in Children With Idiopathic Hypercalciuria and Urolithiasis,WITHDRAWN,INTERVENTIONAL,NA,0,Kidney Calculi,DRUG:Potassium Citrate|DRUG:Acetazolamide|BEHAVIORAL:Diet low in oxalate and purines,Children's Mercy Hospital Kansas City,2005-07,2007-05,false,https://clinicaltrials.gov/study/NCT00120731,,none,context_only_not_a_screening_decision
RET-B1-CTGOV-NCT01735461,REC-CTGOV-NCT01735461,B1,NCT01735461,Calcium Supplements Strategy for Kidney Stones Prevention in Crohn's Patients,"Oral Calcium Supplementation, a Strategy to Reduce Kidney Stones in Crohn's Patients Living With a Small Bowel Resection",UNKNOWN,INTERVENTIONAL,NA,40,Kidney Calculi|Crohn's Disease,DIETARY_SUPPLEMENT:Calcium Carbonate,University of British Columbia,2012-12,2023-12,false,https://clinicaltrials.gov/study/NCT01735461,,none,context_only_not_a_screening_decision
RET-B1-CTGOV-NCT05525130,REC-CTGOV-NCT05525130,B1,NCT05525130,Study of the Administration of a Food Supplement in Patients With Lithiasis Treated With Extracorporeal Shock Wave Lithotripsy.,Experimental Study of the Administration of a Food Supplement Containing Hydroxycitric Acid Versus Placebo in Patients With Oxalate and Calcium Phosphate Lithiasis in Whom Extracorporeal Shock Wave Lithotripsy is Indicated.,COMPLETED,INTERVENTIONAL,NA,81,Lithiasis|Nephrolithiasis,DIETARY_SUPPLEMENT:Food supplement|DIETARY_SUPPLEMENT:Placebo,"Arafarma Group, S.A.",2020-04-22,2022-10-05,false,https://clinicaltrials.gov/study/NCT05525130,,none,context_only_not_a_screening_decision
RET-B1-CTGOV-NCT04080973,REC-CTGOV-NCT04080973,B1,NCT04080973,Metabolic Workup in Patients Suffering From Kidney Stone Disease and Osteopenia,Metabolic Workup in Patients Suffering From Kidney Stone Disease and Show Osteopenic Bone Changes on Non-contrast CT Scan,UNKNOWN,INTERVENTIONAL,NA,150,Urolithiasis|Renal Colic|Osteopenia,DIAGNOSTIC_TEST:CT scan|DIAGNOSTIC_TEST:24 hour urine collection,Ziv Hospital,2019-10,2020-10,false,https://clinicaltrials.gov/study/NCT04080973,,none,context_only_not_a_screening_decision
RET-B1-CTGOV-NCT03924596,REC-CTGOV-NCT03924596,B1,NCT03924596,Treatment of Renal Stones With Frankincense (Luban),Treatment of Renal Stones With Frankincense (Boswellic Acid): A Clinical Randomized Trial,UNKNOWN,INTERVENTIONAL,PHASE1|PHASE2,100,Renal Stones,DRUG:AKBA-Incense (3-acetyl-11-keto-ß-boswellic acid)|DRUG:Potassium Sodium Hydrogen Citrate,Sultan Qaboos University,2019-09,2021-02,false,https://clinicaltrials.gov/study/NCT03924596,,none,context_only_not_a_screening_decision
RET-B1-CTGOV-NCT05680818,REC-CTGOV-NCT05680818,B1,NCT05680818,Efficacy and Safety of Encaleret Compared to Standard of Care in Participants With ADH1,"CALIBRATE: A Phase 3, Randomized, Open-Label Study Evaluating the Efficacy and Safety of Encaleret Compared to Standard of Care in Participants With Autosomal Dominant Hypocalcemia Type 1 (ADH1)",ACTIVE_NOT_RECRUITING,INTERVENTIONAL,PHASE3,67,Autosomal Dominant Hypocalcemia (ADH),DRUG:Encaleret|DIETARY_SUPPLEMENT:Standard of Care,"Calcilytix Therapeutics, Inc., a BridgeBio company",2023-01-06,2029-08,false,https://clinicaltrials.gov/study/NCT05680818,,none,context_only_not_a_screening_decision
RET-B1-CTGOV-NCT04051346,REC-CTGOV-NCT04051346,B1,NCT04051346,Dietary Oxalate and Innate Immunity in Kidney Stone Disease,Dietary Oxalate and Innate Immunity in Kidney Stone Disease,COMPLETED,INTERVENTIONAL,NA,14,Kidney Stone,DIETARY_SUPPLEMENT:Low Oxalate Diet|DIETARY_SUPPLEMENT:High Oxalate Diet,University of Alabama at Birmingham,2021-03-05,2025-05-01,true,https://clinicaltrials.gov/study/NCT04051346,,none,context_only_not_a_screening_decision
RET-B1-CTGOV-NCT07408076,REC-CTGOV-NCT07408076,B1,NCT07408076,Sodium Bicarbonate as an Alternative to Potassium Citrate for Kidney Stones,Sodium Bicarbonate as an Alternative to Potassium Citrate for Kidney Stones,NOT_YET_RECRUITING,INTERVENTIONAL,PHASE1|PHASE2,30,"Kidney Stones, Urolithiasis, Hypocitraturia|Nephrolithiasis",DRUG:Potassium Citrate|DRUG:Sodium Bicarbonate,"University of California, Los Angeles",2026-02-01,2028-02-01,false,https://clinicaltrials.gov/study/NCT07408076,,none,context_only_not_a_screening_decision
RET-B1-CTGOV-NCT01330940,REC-CTGOV-NCT01330940,B1,NCT01330940,Effect of Diet Orange Soda on Urinary Lithogenicity,Effect of Diet Orange Soda on Urinary Lithogenicity,COMPLETED,INTERVENTIONAL,NA,12,Kidney Stones|Nephrolithiasis|Urolithiasis,DIETARY_SUPPLEMENT:Orange soda,VA New York Harbor Healthcare System,2009-11,2010-07,false,https://clinicaltrials.gov/study/NCT01330940,,none,context_only_not_a_screening_decision
RET-B1-CTGOV-NCT06003348,REC-CTGOV-NCT06003348,B1,NCT06003348,Hydroxycitrate: A Novel Therapy for Calcium Phosphate Urinary Stones,Hydroxycitrate: A Novel Therapy for Calcium Phosphate Urinary Stones,RECRUITING,INTERVENTIONAL,PHASE4,25,Calcium Phosphate Kidney Stones,DIETARY_SUPPLEMENT:OHCit- standard dose|DRUG:Potassium Citrate|DRUG:Placebo|DIETARY_SUPPLEMENT:OHCit- low dose,University of Texas Southwestern Medical Center,2023-12-13,2028-08-31,false,https://clinicaltrials.gov/study/NCT06003348,,none,context_only_not_a_screening_decision
RET-B1-CTGOV-NCT06330246,REC-CTGOV-NCT06330246,B1,NCT06330246,O. Formigenes Colonization in Calcium Oxalate Kidney Stone Disease,Oxalobacter Formigenes Colonization in Calcium Oxalate Kidney Stone Formers,RECRUITING,INTERVENTIONAL,NA,40,"Kidney Stone|Kidney Calculi|Urolithiasis|Urolithiasis, Calcium Oxalate|Nephrolithiasis|Nephrolithiasis, Calcium Oxalate|Oxalate Urolithiasis|Oxaluria",DIETARY_SUPPLEMENT:Low oxalate fixed diets pre-colonization|DIETARY_SUPPLEMENT:Moderately high oxalate fixed diets pre-colonization|DIETARY_SUPPLEMENT:Colonization with Oxalobacter formigenes|DIETARY_SUPPLEMENT:Low oxalate fixed diets post-colonization|DIETARY_SUPPLEMENT:Moderately high oxalate fixed diets post-colonization,University of Alabama at Birmingham,2024-04-17,2031-12-31,false,https://clinicaltrials.gov/study/NCT06330246,,none,context_only_not_a_screening_decision
RET-B1-CTGOV-NCT05417568,REC-CTGOV-NCT05417568,B1,NCT05417568,Oxalate-Driven Host Responses in Kidney Stone Disease,Oxalate-Driven Host Responses in Kidney Stone Disease,RECRUITING,INTERVENTIONAL,NA,88,Kidney Stones,DIETARY_SUPPLEMENT:Low Oxalate Diet|DIETARY_SUPPLEMENT:High Oxalate Diet,University of Alabama at Birmingham,2023-05-19,2027-05-30,false,https://clinicaltrials.gov/study/NCT05417568,,none,context_only_not_a_screening_decision
RET-B1-CTGOV-NCT01329042,REC-CTGOV-NCT01329042,B1,NCT01329042,Efficacy of Potassium Sodium Hydrogen Citrate Therapy on Renal Stone Recurrence and/or Residual Fragments After Shockwave Lithotripsy and Percutaneous Nephrolithotomy in Calcium Oxalate Urolithiasis,,COMPLETED,INTERVENTIONAL,PHASE4,80,Kidney Calculi,DRUG:Potassium-sodium citrate,"Ouiheng International Healthcare Co., Ltd",2005-05,2008-02,false,https://clinicaltrials.gov/study/NCT01329042,,none,context_only_not_a_screening_decision
RET-B1-CTGOV-NCT03348228,REC-CTGOV-NCT03348228,B1,NCT03348228,Effect of Hydroxycitrate on Urine Chemistry,Effect of Hydroxycitrate on Urine Chemistry,COMPLETED,INTERVENTIONAL,NA,18,Nephrolithiasis,DIETARY_SUPPLEMENT:Hydroxycitrate (HCA),NYU Langone Health,2018-10-04,2020-12-15,false,https://clinicaltrials.gov/study/NCT03348228,,none,context_only_not_a_screening_decision
RET-B1-CTGOV-NCT05229952,REC-CTGOV-NCT05229952,B1,NCT05229952,Assessment of Endogenous Oxalate Synthesis,Assessment of Endogenous Oxalate Synthesis,COMPLETED,INTERVENTIONAL,NA,23,Healthy|Kidney Stone|Obesity,"DIETARY_SUPPLEMENT:Low-oxalate controlled diet|OTHER:Primed, continuous intravenous infusion of 13C2-oxalate",University of Alabama at Birmingham,2022-02-10,2024-09-09,true,https://clinicaltrials.gov/study/NCT05229952,,none,context_only_not_a_screening_decision
RET-B1-CTGOV-NCT01980004,REC-CTGOV-NCT01980004,B1,NCT01980004,Potassium Citrate Supplementation vs. Dietary Counseling,Does Potassium Citrate Supplementation Reduce Stone Recurrence in Calcium Phosphate Stone Formers With Risk Factors?,WITHDRAWN,INTERVENTIONAL,PHASE2,0,Kidney Stone,DIETARY_SUPPLEMENT:Potassium Citrate Supplementation|OTHER:Dietary Education,"University of North Carolina, Chapel Hill",2013-11,2015-08,false,https://clinicaltrials.gov/study/NCT01980004,,none,context_only_not_a_screening_decision
RET-B1-CTGOV-NCT01217372,REC-CTGOV-NCT01217372,B1,NCT01217372,Nephrolithiasis Prevention by Lemon Juice,"A Prospective, Randomized, Open Blind Endpoint (Probe) Trial to Assess the Possibility to Prevent Stone Recurrence by Lemon Juice Supplementation in Patients With Recurrent Calcium Oxalate Nephrolithiasis (LIMONE Study)",COMPLETED,INTERVENTIONAL,PHASE2,203,Nephrolithiasis,DIETARY_SUPPLEMENT:Lemon supplementation,Mario Negri Institute for Pharmacological Research,2009-01,2021-02-16,false,https://clinicaltrials.gov/study/NCT01217372,,none,context_only_not_a_screening_decision
RET-B1-CTGOV-NCT03704350,REC-CTGOV-NCT03704350,B1,NCT03704350,Influence of Obesity on Endogenous Oxalate Synthesis,Influence of Obesity on Endogenous Oxalate Synthesis,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,NA,40,Kidney Stone,DIETARY_SUPPLEMENT:controlled diet,University of Alabama at Birmingham,2019-05-24,2026-12-01,false,https://clinicaltrials.gov/study/NCT03704350,,none,context_only_not_a_screening_decision
RET-B1-CTGOV-NCT01754779,REC-CTGOV-NCT01754779,B1,NCT01754779,Treatment for Calcium Phosphate Kidney Stone Disease,Pharmacological Therapy for Calcium Phosphate Urolithiasis,COMPLETED,INTERVENTIONAL,PHASE2,13,Calcium Phosphate Kidney Stones,DIETARY_SUPPLEMENT:Placebo|DIETARY_SUPPLEMENT:Citric Acid|DIETARY_SUPPLEMENT:Potassium Citrate,University of Texas Southwestern Medical Center,2012-07,2023-02-16,true,https://clinicaltrials.gov/study/NCT01754779,,none,context_only_not_a_screening_decision
RET-B2-CTGOV-NCT05365477,REC-CTGOV-NCT05365477,B2,NCT05365477,Empiric Versus Selective Prevention Strategies for Kidney Stone Disease,Randomized Trial of Empiric Versus Selective Prevention Strategies for Kidney Stone Disease,COMPLETED,INTERVENTIONAL,PHASE4,56,Kidney Stones|Nephrolithiasis,BEHAVIORAL:Empiric Therapy: Diet|DRUG:Empiric Therapy: Drug|BEHAVIORAL:Selective Therapy: Diet|DRUG:Selective Therapy: Drug,Vanderbilt University Medical Center,2022-08-04,2026-03-31,false,https://clinicaltrials.gov/study/NCT05365477,,none,context_only_not_a_screening_decision
RET-B2-CTGOV-NCT03365687,REC-CTGOV-NCT03365687,B2,NCT03365687,Vitamin D In the Prevention of Viral-induced Asthma in Preschoolers,Vitamin D In the Prevention of Viral-induced Asthma in Preschoolers: a Randomized Controlled Multicenter Trial (DIVA),COMPLETED,INTERVENTIONAL,PHASE3,323,Asthma|Asthma Exacerbations|Preschool Child|Vitamin D|Upper Respiratory Infection|Randomized Controlled Study|Symptoms|Bronchodilator Agents,DIETARY_SUPPLEMENT:Vitamin D|DIETARY_SUPPLEMENT:Placebo,Professor Francine Ducharme,2018-10-01,2024-12-31,false,https://clinicaltrials.gov/study/NCT03365687,,none,context_only_not_a_screening_decision
RET-B2-CTGOV-NCT00472823,REC-CTGOV-NCT00472823,B2,NCT00472823,Vitamin D Supplementation in Older Women,Determination of RDA for Vitamin D in Caucasian and African American Women,COMPLETED,INTERVENTIONAL,NA,273,Osteoporosis|Aging,DIETARY_SUPPLEMENT:Vitamin D3|DIETARY_SUPPLEMENT:Calcium Citrate (Citracal),Creighton University,2007-04,2011-08,false,https://clinicaltrials.gov/study/NCT00472823,,none,context_only_not_a_screening_decision
RET-B2-CTGOV-NCT05680818,REC-CTGOV-NCT05680818,B2,NCT05680818,Efficacy and Safety of Encaleret Compared to Standard of Care in Participants With ADH1,"CALIBRATE: A Phase 3, Randomized, Open-Label Study Evaluating the Efficacy and Safety of Encaleret Compared to Standard of Care in Participants With Autosomal Dominant Hypocalcemia Type 1 (ADH1)",ACTIVE_NOT_RECRUITING,INTERVENTIONAL,PHASE3,67,Autosomal Dominant Hypocalcemia (ADH),DRUG:Encaleret|DIETARY_SUPPLEMENT:Standard of Care,"Calcilytix Therapeutics, Inc., a BridgeBio company",2023-01-06,2029-08,false,https://clinicaltrials.gov/study/NCT05680818,,none,context_only_not_a_screening_decision
RET-B2-CTGOV-NCT02752841,REC-CTGOV-NCT02752841,B2,NCT02752841,The Effect of Vitamin D Repletion on Kidney Stone Risk,The Effect of Vitamin D Repletion on Urinary Calcium Excretion in Kidney Stone Formers With Vitamin D Deficiency and High Urinary Calcium,TERMINATED,INTERVENTIONAL,NA,20,Calculi,DIETARY_SUPPLEMENT:Nutritional vitamin D repletion and maintenance,Brown University,2016-05-01,2019-05-31,false,https://clinicaltrials.gov/study/NCT02752841,,none,context_only_not_a_screening_decision
