report_id,record_id,study_id,report_type,linkage_evidence,status
RPT-PUBMED-34209595,REC-PUBMED-34209595,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34209964,REC-PUBMED-34209964,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34210028,REC-PUBMED-34210028,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34211827,REC-PUBMED-34211827,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34213298,REC-PUBMED-34213298,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34215884,REC-PUBMED-34215884,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34216379,REC-PUBMED-34216379,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34218761,REC-PUBMED-34218761,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34223913,REC-PUBMED-34223913,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34226195,REC-PUBMED-34226195,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34227275,REC-PUBMED-34227275,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34227626,REC-PUBMED-34227626,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34230999,REC-PUBMED-34230999,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34233027,REC-PUBMED-34233027,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34233467,REC-PUBMED-34233467,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34235192,REC-PUBMED-34235192,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34236320,REC-PUBMED-34236320,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34237811,REC-PUBMED-34237811,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34238512,REC-PUBMED-34238512,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34240162,REC-PUBMED-34240162,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34242404,REC-PUBMED-34242404,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34243749,REC-PUBMED-34243749,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34244745,REC-PUBMED-34244745,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34245119,REC-PUBMED-34245119,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34249532,REC-PUBMED-34249532,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34250197,REC-PUBMED-34250197,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34253047,REC-PUBMED-34253047,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34253684,REC-PUBMED-34253684,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34254133,REC-PUBMED-34254133,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34258083,REC-PUBMED-34258083,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34258380,REC-PUBMED-34258380,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34262952,REC-PUBMED-34262952,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34266398,REC-PUBMED-34266398,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34268343,REC-PUBMED-34268343,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34269295,REC-PUBMED-34269295,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34269375,REC-PUBMED-34269375,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34271110,REC-PUBMED-34271110,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34271885,REC-PUBMED-34271885,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34273971,REC-PUBMED-34273971,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34274294,REC-PUBMED-34274294,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34277237,REC-PUBMED-34277237,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34278997,REC-PUBMED-34278997,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34279598,REC-PUBMED-34279598,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34280980,REC-PUBMED-34280980,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34285747,REC-PUBMED-34285747,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34286492,REC-PUBMED-34286492,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34287841,REC-PUBMED-34287841,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34289653,REC-PUBMED-34289653,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34298589,REC-PUBMED-34298589,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34303775,REC-PUBMED-34303775,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34307984,REC-PUBMED-34307984,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34310654,REC-PUBMED-34310654,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34311567,REC-PUBMED-34311567,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34312424,REC-PUBMED-34312424,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34312888,REC-PUBMED-34312888,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34315233,REC-PUBMED-34315233,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34316975,REC-PUBMED-34316975,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34316983,REC-PUBMED-34316983,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34318606,REC-PUBMED-34318606,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34320495,REC-PUBMED-34320495,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34320504,REC-PUBMED-34320504,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34320639,REC-PUBMED-34320639,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34322086,REC-PUBMED-34322086,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34322336,REC-PUBMED-34322336,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34322706,REC-PUBMED-34322706,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34322901,REC-PUBMED-34322901,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34323117,REC-PUBMED-34323117,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34323982,REC-PUBMED-34323982,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34328205,REC-PUBMED-34328205,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34329484,REC-PUBMED-34329484,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34330098,REC-PUBMED-34330098,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34333631,REC-PUBMED-34333631,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34334547,REC-PUBMED-34334547,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34337279,REC-PUBMED-34337279,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34337905,REC-PUBMED-34337905,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34338944,REC-PUBMED-34338944,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34340905,REC-PUBMED-34340905,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34340993,REC-PUBMED-34340993,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34342730,REC-PUBMED-34342730,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34343739,REC-PUBMED-34343739,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34344494,REC-PUBMED-34344494,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34350609,REC-PUBMED-34350609,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34350617,REC-PUBMED-34350617,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34350851,REC-PUBMED-34350851,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34353601,REC-PUBMED-34353601,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34355372,REC-PUBMED-34355372,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34356239,REC-PUBMED-34356239,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34356907,REC-PUBMED-34356907,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34357109,REC-PUBMED-34357109,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34357838,REC-PUBMED-34357838,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34358104,REC-PUBMED-34358104,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34361996,REC-PUBMED-34361996,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34362143,REC-PUBMED-34362143,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34363736,REC-PUBMED-34363736,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34366151,REC-PUBMED-34366151,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34367844,REC-PUBMED-34367844,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34368263,REC-PUBMED-34368263,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34370024,REC-PUBMED-34370024,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34372782,REC-PUBMED-34372782,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34373793,REC-PUBMED-34373793,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34374748,REC-PUBMED-34374748,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34375048,REC-PUBMED-34375048,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34377911,REC-PUBMED-34377911,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34379034,REC-PUBMED-34379034,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34379219,REC-PUBMED-34379219,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34379859,REC-PUBMED-34379859,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34380108,REC-PUBMED-34380108,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34382204,REC-PUBMED-34382204,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34383369,REC-PUBMED-34383369,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34386125,REC-PUBMED-34386125,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34387131,REC-PUBMED-34387131,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34387565,REC-PUBMED-34387565,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34388585,REC-PUBMED-34388585,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34392411,REC-PUBMED-34392411,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34392517,REC-PUBMED-34392517,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34393072,REC-PUBMED-34393072,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34394718,REC-PUBMED-34394718,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34394797,REC-PUBMED-34394797,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34395048,REC-PUBMED-34395048,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34396250,REC-PUBMED-34396250,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34396323,REC-PUBMED-34396323,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34397907,REC-PUBMED-34397907,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34398204,REC-PUBMED-34398204,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34399433,REC-PUBMED-34399433,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34401468,REC-PUBMED-34401468,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34403701,REC-PUBMED-34403701,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34403992,REC-PUBMED-34403992,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34406879,REC-PUBMED-34406879,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34407990,REC-PUBMED-34407990,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34408787,REC-PUBMED-34408787,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34409636,REC-PUBMED-34409636,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34411235,REC-PUBMED-34411235,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34412027,REC-PUBMED-34412027,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34414220,REC-PUBMED-34414220,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34414289,REC-PUBMED-34414289,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34417050,REC-PUBMED-34417050,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34418291,REC-PUBMED-34418291,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34420077,REC-PUBMED-34420077,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34421819,REC-PUBMED-34421819,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34429244,REC-PUBMED-34429244,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34430384,REC-PUBMED-34430384,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34434468,REC-PUBMED-34434468,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34435736,REC-PUBMED-34435736,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34436708,REC-PUBMED-34436708,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34436840,REC-PUBMED-34436840,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34438789,REC-PUBMED-34438789,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34440481,REC-PUBMED-34440481,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34440866,REC-PUBMED-34440866,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34445237,REC-PUBMED-34445237,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34448932,REC-PUBMED-34448932,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34449183,REC-PUBMED-34449183,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34450125,REC-PUBMED-34450125,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34453675,REC-PUBMED-34453675,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34454745,REC-PUBMED-34454745,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34458121,REC-PUBMED-34458121,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34460210,REC-PUBMED-34460210,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34462932,REC-PUBMED-34462932,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34464520,REC-PUBMED-34464520,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34466605,REC-PUBMED-34466605,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34469922,REC-PUBMED-34469922,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34471877,REC-PUBMED-34471877,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34474770,REC-PUBMED-34474770,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34478592,REC-PUBMED-34478592,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34478944,REC-PUBMED-34478944,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34479496,REC-PUBMED-34479496,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34480456,REC-PUBMED-34480456,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34480550,REC-PUBMED-34480550,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34480553,REC-PUBMED-34480553,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34481513,REC-PUBMED-34481513,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34481785,REC-PUBMED-34481785,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34482164,REC-PUBMED-34482164,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34483213,REC-PUBMED-34483213,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34485812,REC-PUBMED-34485812,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34486059,REC-PUBMED-34486059,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34486094,REC-PUBMED-34486094,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34487722,REC-PUBMED-34487722,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34489112,REC-PUBMED-34489112,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34490396,REC-PUBMED-34490396,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34493301,REC-PUBMED-34493301,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34496802,REC-PUBMED-34496802,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34497668,REC-PUBMED-34497668,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34498416,REC-PUBMED-34498416,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34498537,REC-PUBMED-34498537,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34498777,REC-PUBMED-34498777,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34504307,REC-PUBMED-34504307,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34504775,REC-PUBMED-34504775,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34508834,REC-PUBMED-34508834,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34509421,REC-PUBMED-34509421,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34513354,REC-PUBMED-34513354,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34513379,REC-PUBMED-34513379,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34514213,REC-PUBMED-34514213,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34515170,REC-PUBMED-34515170,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34515963,REC-PUBMED-34515963,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34516270,REC-PUBMED-34516270,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34516454,REC-PUBMED-34516454,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34518074,REC-PUBMED-34518074,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34521333,REC-PUBMED-34521333,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34523813,REC-PUBMED-34523813,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34523845,REC-PUBMED-34523845,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34524620,REC-PUBMED-34524620,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34529945,REC-PUBMED-34529945,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34532628,REC-PUBMED-34532628,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34535300,REC-PUBMED-34535300,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34536116,REC-PUBMED-34536116,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34536992,REC-PUBMED-34536992,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34537376,REC-PUBMED-34537376,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34547386,REC-PUBMED-34547386,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34548147,REC-PUBMED-34548147,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34548336,REC-PUBMED-34548336,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34549781,REC-PUBMED-34549781,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34549782,REC-PUBMED-34549782,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34551038,REC-PUBMED-34551038,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34551392,REC-PUBMED-34551392,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34551637,REC-PUBMED-34551637,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34551881,REC-PUBMED-34551881,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34555148,REC-PUBMED-34555148,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34555978,REC-PUBMED-34555978,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34558337,REC-PUBMED-34558337,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34559066,REC-PUBMED-34559066,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34559488,REC-PUBMED-34559488,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34561412,REC-PUBMED-34561412,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34562201,REC-PUBMED-34562201,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34565066,REC-PUBMED-34565066,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34568446,REC-PUBMED-34568446,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34568462,REC-PUBMED-34568462,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34569249,REC-PUBMED-34569249,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34569367,REC-PUBMED-34569367,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34569760,REC-PUBMED-34569760,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34575306,REC-PUBMED-34575306,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34575348,REC-PUBMED-34575348,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34576055,REC-PUBMED-34576055,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34581546,REC-PUBMED-34581546,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34582035,REC-PUBMED-34582035,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34584802,REC-PUBMED-34584802,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34584990,REC-PUBMED-34584990,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34586705,REC-PUBMED-34586705,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34586928,REC-PUBMED-34586928,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34589359,REC-PUBMED-34589359,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34595571,REC-PUBMED-34595571,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34596345,REC-PUBMED-34596345,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34597376,REC-PUBMED-34597376,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34600964,REC-PUBMED-34600964,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34604247,REC-PUBMED-34604247,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34604802,REC-PUBMED-34604802,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34605232,REC-PUBMED-34605232,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34606401,REC-PUBMED-34606401,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34606635,REC-PUBMED-34606635,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34613575,REC-PUBMED-34613575,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34613576,REC-PUBMED-34613576,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34615534,REC-PUBMED-34615534,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34617625,REC-PUBMED-34617625,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34619337,REC-PUBMED-34619337,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34620135,REC-PUBMED-34620135,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34621421,REC-PUBMED-34621421,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34621422,REC-PUBMED-34621422,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34622377,REC-PUBMED-34622377,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34622445,REC-PUBMED-34622445,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34624084,REC-PUBMED-34624084,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34625983,REC-PUBMED-34625983,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34628868,REC-PUBMED-34628868,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34628889,REC-PUBMED-34628889,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34633489,REC-PUBMED-34633489,,bibliographic_record,PMID exact,needs_human_study_linkage
RPT-PUBMED-34634252,REC-PUBMED-34634252,,bibliographic_record,PMID exact,needs_human_study_linkage
